names,orig_lang,budget_x,revenue,country,number_of_oscar_winners,main_genre,release_month,release_year
Super Bodyguard,Chinese,92200000,254504167.2,CN,0,Action,04,2021
Barbarella,English,9000000,0,AU,1,Science Fiction,10,1968
Hell or High Water,English,12000000,37566117,AU,1,Western,08,2016
Loving Adults,Danish,94000000,321279166.8,DK,0,Thriller,08,2022
Vertical Limit,English,75000000,213500000,US,0,Adventure,12,2000
The Poughkeepsie Tapes,English,101000000,503582663.4,AU,0,Horror,02,2019
Notre-Dame on Fire,French,35000000,145241469.4,FR,0,Drama,03,2022
Naked,English,118600000,245108932.8,US,0,Comedy,08,2017
X-Men: The Mutant Watch,English,90100000,414551647.4,US,0,Documentary,07,2001
Cardcaptor Sakura: The Sealed Card,Japanese,99200000,672933913.6,JP,0,Comedy,07,2000
"Yes, God, Yes",English,80400000,411716817.2,US,0,Drama,07,2020
Air Force One,English,85000000,315268353,AU,1,Action,11,1997
Kill Command,English,118000000,336436641.6,AU,0,Action,09,2016
In My Father's Garden,"Dutch, Flemish",87000000,416389640,NL,0,Drama,02,2016
Yung Libro sa Napanood Ko,Tagalog,167540000,175269998.8,PH,0,NA,04,2023
Before I Fall,English,5000000,18945682,AU,0,Drama,03,2017
About Us But Not About Us,Tagalog,174600000,175269998.8,PH,0,Drama,04,2023
Honto ni Atta! Noroi no Video 101,Japanese,195000000,175269998.8,JP,0,Horror,04,2023
King David,English,22000000,5111099,US,0,Action,03,1985
World's Greatest Dad,English,10000000,295750,US,0,Comedy,08,2009
Dead Like Me: Life After Death,English,5000000,0,AU,0,Drama,06,2009
Winter's Tale,English,60000000,30800231,AU,2,Drama,02,2014
An Affair: My Friend's Mom,Korean,112800000,836011985.4,KR,0,Romance,08,2017
The Boxtrolls,English,60000000,111898741,AU,1,Animation,11,2014
Match Point,English,15000000,87950928,AU,0,Drama,03,2006
Born a Champion,English,87600000,416924705.4,US,0,Action,01,2021
Sherlock: The Abominable Bride,English,120800000,810491789.2,US,0,Crime,01,2016
Book of Shadows: Blair Witch 2,English,15000000,47721314,US,0,Mystery,10,2000
Knocked Up,English,27500000,219265952,AU,0,Comedy,07,2007
Steamboy,Japanese,20000000,10468867,AU,0,Animation,09,2004
Nowhere to Run,English,15000000,52189039,US,0,Action,01,1993
David and the Elves,Polish,132200000,383511255,PL,0,Family,12,2021
Funny Games,English,15000000,8200127,AU,0,Drama,09,2008
The Collector,English,3000000,10473836,US,0,Horror,07,2009
RoboCop 2,English,35000000,45681173,AU,0,Action,11,1990
Spenser Confidential,English,53000000,539049012.4,AU,0,Comedy,03,2020
See How They Run,English,40000000,21921551,AU,1,Mystery,09,2022
The Return of the Texas Chainsaw Massacre,English,600000,185898,US,1,Horror,03,1995
The House with a Clock in Its Walls,English,42000000,131523093,AU,1,Fantasy,09,2018
Fist of Legend,Chinese,9265000,1907743,HK,0,Action,12,1994
Tangled: Before Ever After,English,109000000,462483392.8,US,0,Adventure,03,2017
The Extraordinary Adventures of Adèle Blanc-Sec,French,25000000,34100000,FR,0,Fantasy,04,2010
The Drop,English,12600000,19054534,AU,0,Drama,11,2014
In This Corner of the World,Japanese,16376556.2,19496308,AU,0,Drama,08,2017
Lord of the Flies,English,48800000,13985225,AU,0,Adventure,03,1990
Blood Father,English,13000000,6903033,AU,0,Action,06,2016
Rosario Tijeras,"Spanish, Castilian",130600000,893441907.4,US,0,Crime,08,2005
The Great Mouse Detective,English,14000000,38625550,AU,0,Animation,12,1986
Saw,English,1200000,103880027,US,0,Crime,01,2003
The Three Musketeers,English,90000000,139877913,AU,0,Action,12,1993
"Honey, I Shrunk the Kids",English,18000000,222724172,AU,0,Adventure,11,1989
Shanghai Noon,English,55000000,71189835,AU,0,Adventure,08,2000
Upon the Magic Roads,Russian,8020000,278663367.8,RU,0,Adventure,02,2021
Yu-Gi-Oh!: Bonds Beyond Time,Japanese,2017928,113478018.4,JP,0,Animation,01,2010
T-34,Russian,10000000,39526616,RU,0,War,12,2018
Run All Night,English,50000000,71561644,AU,0,Action,03,2015
The Princess Bride,English,15000000,31046220,AU,0,Adventure,01,1988
The Eye,English,12000000,57577765,US,0,Drama,02,2008
Artists Under the Big Top: Perplexed,German,96800000,266160413.6,DE,0,Drama,08,1968
Big Fish & Begonia,Chinese,4531653,84552250,CN,0,Animation,07,2016
King Kong,English,207000000,550517357,US,2,Adventure,12,1976
King Kong,English,23000000,90614445,US,2,Adventure,12,1976
King Kong,English,672000,10001781,US,2,Adventure,12,1976
A Cinderella Story: Once Upon a Song,English,95800000,379962256.2,AU,0,Comedy,10,2011
Leprechaun: Origins,English,57800000,519287241.4,US,0,Horror,08,2014
Shaft,English,53012938,107190108,AU,0,Action,09,2020
Shaft,English,30000000,21360215,AU,0,Action,09,2020
Wild Indian,English,20000000,96815497.4,AU,0,Crime,12,2021
Kidnap,English,21000000,34836080,US,1,Drama,08,2017
Wicked Little Things,English,71600000,657398006,US,0,Fantasy,11,2006
West Side Story,English,100000000,74826329,AU,0,Drama,12,2021
West Side Story,English,6000000,47596274,AU,0,Drama,12,2021
The Forbidden Kingdom,English,55000000,129075270,AU,0,Action,06,2008
Jarhead: Law of Return,English,151200000,564310487,US,0,War,10,2019
Superman IV: The Quest for Peace,English,17000000,36700000,AU,1,Action,12,1987
Small Soldiers,English,40000000,71743823,AU,0,Comedy,09,1998
Jackass Presents: Bad Grandpa,English,15000000,160903019,AU,0,Comedy,11,2013
Curve,English,85200000,419234293.4,US,0,Horror,10,2015
Run Hide Fight,English,2000000,257720413.2,AU,0,Action,05,2021
The Girl in the Spider's Web,English,43000000,35164920,AU,0,Action,11,2018
My Friend's Mom,Korean,54640000,329856760.8,KR,0,Romance,11,2016
Leila's Brothers,Persian,26523270.6,785361,FR,0,Drama,08,2022
"Girl, Interrupted",English,24000000,48308749,AU,0,Drama,01,2000
Monte Carlo,English,20000000,39686769,AU,0,Adventure,09,2011
The Girl with the Dragon Tattoo,English,90000000,239373970,AU,0,Thriller,01,2012
Room,English,13000000,36316727,GB,1,Drama,01,2016
Prospect,English,95000000,255974410.4,AU,0,Science Fiction,05,2019
Ghosts of Girlfriends Past,English,37500000,102223269,AU,3,Fantasy,05,2009
"Days of Fire, Love and Anarchy",Turkish,241940000,175269998.8,TR,0,Documentary,04,2023
The Willoughbys,English,158000000,784645032.8,US,0,Animation,04,2020
The Fog,English,18000000,37048526,US,0,Horror,10,2005
The Fog,English,1100000,21445868,US,0,Horror,10,2005
Criminal,English,31500000,38771262,AU,1,Action,05,2016
Silenced,Korean,2200000,31500000,KR,0,Drama,09,2011
Margin Call,English,3400000,20433227,AU,2,Thriller,03,2012
Spell,English,145800000,558071787,US,0,Thriller,10,2020
Mr. Bean's Holiday,English,25000000,232225908,AU,0,Family,03,2007
The Last Stand,English,30000000,48330757,AU,1,Action,02,2013
Pineapple Express,English,26000000,102404019,AU,0,Action,09,2008
Kickboxer,English,1500000,14533681,AU,0,Action,08,1989
Overdrive,English,30000000,11247280,AU,0,Thriller,11,2017
To Her,Korean,47300000,456745382.2,KR,0,Drama,02,2017
The Butterfly Effect 3: Revelations,English,97000000,477116499.8,US,0,Science Fiction,01,2009
Amen.,French,55200000,280089513.4,FR,0,Drama,02,2002
The Frighteners,English,30000000,29359216,AU,0,Horror,03,1997
Gerald's Game,English,79000000,332257703.2,US,0,Horror,09,2017
Eight Below,English,40000000,120455994,AU,0,Adventure,03,2006
Bank Robbers: The Last Great Heist,"Spanish, Castilian",41500000,298690257.2,AR,0,Documentary,08,2022
Directing Annabelle: Creation,English,227800000,1644265184.4,US,0,Documentary,08,2017
Emmanuelle: The Joys of a Woman,French,88000000,314837194,FR,0,Drama,01,1978
Spanglish,English,75000000,54344321,AU,0,Comedy,02,2005
Muppets Haunted Mansion,English,134000000,324874458.6,US,0,Comedy,10,2021
Russian Mom,Korean,104000000,665830147,KR,0,Drama,07,2016
Captive State,English,25000000,9363210,US,0,Science Fiction,03,2019
Assault on Wall Street,English,90400000,438337856,US,0,Drama,06,2013
Sister Act,English,31000000,231605150,AU,1,Music,01,1993
Mayaa,Bengali,193940000,178359863,IN,0,Crime,04,2023
The Haunting,English,80000000,180188905,AU,0,Horror,09,1999
Braindead,English,3000000,242623,US,0,Horror,02,1993
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,English,25000000,78656813,AU,0,Science Fiction,06,1991
Child's Play,English,10000000,44902237,AU,0,Horror,06,2019
Twist,English,2000000,510466,AU,0,Crime,04,2021
Bellefond,French,86000000,228729630.6,FR,0,Crime,10,2022
The DUFF,English,8500000,43528634,AU,0,Romance,04,2015
G.I. Jane,English,50000000,48169156,AU,0,Action,08,1997
Racing Stripes,English,30000000,89809433,US,0,Comedy,01,2005
The Great Escape,English,4000000,11972799,AU,0,Adventure,08,1963
Scandalous Sex,English,100000000,369861963.8,US,0,Drama,01,2004
Psycho Goreman,English,1700000,95384,CA,0,Science Fiction,01,2021
Tales from the Crypt: Demon Knight,English,12000000,21089146,US,0,Horror,01,1995
The Courier,English,11480000,4700862,AU,1,Crime,06,2020
Tulliana,Turkish,167540000,175269998.8,TR,0,NA,04,2023
Skin Trade,English,9000000,1242,AU,0,Thriller,06,2015
In the Heart of the Sea,English,100000000,89693309,AU,0,Thriller,12,2015
Killer Bean Forever,English,204000000,562654854.2,US,0,Adventure,12,2009
Carlito's Way,English,30000000,63848322,AU,2,Crime,03,1994
Evil Eye,English,146000000,678883510.8,US,0,Mystery,10,2020
Halo: Landfall,English,140400000,345422836.4,US,0,Action,10,2007
Johnny English,English,45000000,161735791,AU,0,Adventure,04,2003
Missing Link,English,100000000,26565710,AU,1,Family,04,2019
Mary and The Witch's Flower,Japanese,24322800,42170089,JP,0,Fantasy,07,2017
The Invasion,English,80000000,40147042,US,1,Science Fiction,08,2007
Robinson Crusoe,German,13000000,42446455,DE,0,Animation,02,2016
The Condemned,English,10500000,8642858,AU,0,Action,04,2007
Hidalgo,English,78000000,108086731,AU,0,Western,02,2004
Dangerous Minds,English,23000000,178919401,US,0,Drama,08,1995
My Little Pony: Equestria Girls - Rainbow Rocks,English,2069753.2,360736,AU,0,Family,12,2014
Tamako Love Story,Japanese,147000000,727514937.4,JP,0,Romance,04,2014
Zombeavers,English,2401100,14947,US,0,Horror,03,2015
Enemy of the State,English,85000000,250649836,AU,2,Action,01,1999
Spotlight,English,20000000,91902438,AU,0,Drama,01,2016
Midnight in Paris,English,30000000,162275213,AU,1,Fantasy,08,2011
Close to the Horizon,German,82000000,451733161.2,DE,0,Drama,10,2019
Red Eye,English,26000000,96666486,AU,0,Thriller,09,2005
Final Fantasy VII: Advent Children,Japanese,122000000,422965060,AU,0,Animation,07,2005
The Other Woman,English,40000000,195111193,AU,0,Comedy,04,2014
Outlander,English,50000000,1250617,AU,0,Fantasy,11,2009
Satanic Pandemonium,"Spanish, Castilian",28600000,506597404.6,MX,0,Horror,06,1975
Armour of God,Cantonese,15000000,214040824.6,AU,0,Adventure,06,1988
Philadelphia,English,26000000,201324422,AU,2,Drama,03,1994
The Finest Hours,English,70000000,49252761,AU,1,Action,03,2016
Green Street Hooligans,English,1517792,3154346,AU,0,Crime,04,2006
A Good Lawyer's Wife,Korean,39400000,343212876.6,KR,0,Drama,08,2003
Krampus,English,15000000,61788393,AU,0,Horror,12,2015
Diary of a Sex Addict,English,156600000,568184516.6,US,0,Drama,11,2001
Grenfell,No Language,241940000,175269998.8,GB,0,Documentary,04,2023
The Untold Story 2,Cantonese,70200000,716958659,HK,0,Thriller,04,1998
9 Songs,English,1000000,1574623,US,0,Drama,07,2006
Dennis the Menace,English,35000000,117270765,AU,0,Family,06,1993
Gantz: Perfect Answer,Japanese,95380000,711465423.2,AU,0,Action,09,2011
Citizen Kane,English,839727,23218000,AU,0,Mystery,01,1942
The Black Cauldron,English,25000000,21288692,AU,0,Animation,05,1986
War Horse,English,70000000,156815529,AU,0,War,12,2011
Bilby,English,189000000,956517298,AU,0,Animation,10,2019
The Forbidden Legend: Sex & Chopsticks,Cantonese,123000000,644020233.2,US,0,Comedy,09,2008
New Initial D the Movie - Legend 2: Racer,Japanese,153000000,436172371.4,JP,0,Animation,05,2015
Identity Thief,English,35000000,175361578,AU,0,Comedy,02,2013
A Turtle's Tale: Sammy's Adventures,English,3263585.8,71594792,US,0,Animation,03,2011
Downfall: The Case Against Boeing,English,90100000,414551647.4,US,0,Documentary,01,2022
Kandahar,English,226000000,175269998.8,RU,0,Action,05,2023
Dos más dos,"Spanish, Castilian",85200000,341881840.4,MX,0,Comedy,03,2022
One Piece: Strong World,Japanese,18706460,53000000,JP,0,Animation,12,2009
Mitat,Turkish,193540000,175269998.8,TR,0,Comedy,04,2023
Overboard,English,12000000,91244913,AU,0,Comedy,03,1988
Bros,English,22000000,14800000,AU,0,Comedy,10,2022
Pokémon the Movie: Kyurem vs. the Sword of Justice,Japanese,52390007,44057737,AU,0,Family,02,2013
Leaving Las Vegas,English,4000000,49800000,AU,1,Drama,01,1996
My Friend's Wife,Korean,136400000,328929749.2,KR,0,Romance,12,2015
7 Guardians of the Tomb,English,36494000,7910928,AU,0,Action,02,2018
Mi suegra me odia,"Spanish, Castilian",70800000,591573175.2,MX,0,Comedy,12,2022
The Girl with the Dragon Tattoo,Swedish,90000000,239373970,AU,0,Drama,12,2009
Twitches Too,English,73380000,694005046.2,US,0,Drama,10,2007
Sadako,Japanese,5320000,5589910,JP,0,Horror,05,2019
The Woman in Black 2: Angel of Death,English,15000000,48854305,AU,0,Thriller,05,2015
The Moment You Fall in Love,Japanese,57000000,641318911.8,JP,0,Drama,12,2016
When the Bough Breaks,English,10000000,30768449,US,0,Mystery,09,2016
Belzebuth,"Spanish, Castilian",3600000,117019296.6,AU,0,Horror,09,2021
[REC]³ Genesis,"Spanish, Castilian",6400000,11019975,ES,0,Horror,03,2012
The Brothers Grimm,English,80000000,105299638,AU,0,Adventure,11,2005
The Girl on the Train,English,45000000,174278214,AU,0,Thriller,10,2016
Another Earth,English,175000,2102779,AU,0,Drama,10,2011
Before Sunrise,English,2500000,5691852,AU,0,Drama,02,1995
Disobedient,Russian,50641000,323787336.6,RU,0,Drama,02,2023
Undryable Younger Cousin,Korean,198540000,38157314,KR,0,Drama,02,2021
Ghost in the Shell 2: Innocence,Japanese,2037792,9789651,AU,0,Animation,08,2005
Thawing Out,French,135140000,665303616.4,FR,0,Comedy,01,2009
Reign of the Supermen,English,100000000,575561014.2,AU,0,Science Fiction,01,2019
Spaceballs,English,22700000,38119483,AU,0,Comedy,12,1987
Primal: Tales of Savagery,English,160600000,882269902,US,0,Action,11,2019
Scooby-Doo! WrestleMania Mystery,English,114600000,316508149.8,AU,0,Animation,06,2014
Stargate: Continuum,English,7000000,182055444,AU,0,Action,07,2008
Road Trip,English,16000000,119739110,AU,0,Comedy,06,2000
In the Earth,English,154000000,339099716,AU,0,Horror,08,2021
Heist,English,35000000,28906817,US,1,Action,11,2015
Heist,English,8900000,3324131,US,1,Action,11,2015
Love and Leashes,Korean,143600000,309828687,KR,0,Romance,02,2022
The Uninvited,English,42344000,41624046,AU,0,Horror,03,2009
Annapolis,English,26000000,17496992,US,0,Drama,01,2006
Elektra,English,65000000,56824633,AU,0,Action,01,2005
Scorpio Nights 3,Tagalog,102400000,502443287.6,PH,0,Thriller,07,2022
Hero,Chinese,42000000,66787173,AU,0,Drama,03,2004
Playing with Fire,English,29900000,69412425,AU,0,Family,12,2019
The Longest Ride,English,34000000,63802928,AU,0,Drama,04,2015
Under Siege,English,35000000,156563139,AU,0,Action,10,1992
Letters to Juliet,English,30000000,82148538,AU,0,Comedy,05,2010
Monster's Ball,English,4000000,43766463,US,1,Drama,11,2001
Hellraiser III: Hell on Earth,English,5000000,12534961,US,0,Horror,09,1992
"Three Billboards Outside Ebbing, Missouri",English,12000000,161158351,AU,1,Crime,01,2018
Ocean Waves,Japanese,177000000,283514513.6,AU,0,Animation,06,2010
Judge Dredd,English,85000000,113487912,AU,0,Science Fiction,07,1995
The Spiritual Love,Cantonese,106400000,284648895.8,HK,0,Horror,11,1992
Sexual Predator,English,1000000,23335679.6,US,0,Drama,02,2002
The Wolf's Call,French,22400000,12652790,AU,0,Thriller,03,2020
Unstoppable,English,95000000,165720921,AU,1,Action,01,2011
The Hidden Face,"Spanish, Castilian",92200000,533690923.6,ES,0,Thriller,09,2011
Codename: Kids Next Door - Operation Z.E.R.O.,English,114200000,372688562.2,US,0,Animation,08,2006
Beethoven's 2nd,English,15000000,118243066,AU,0,Family,12,1993
Walk the Line,English,29000000,187707495,AU,1,Drama,02,2006
An Egg-celent movie,"Spanish, Castilian",800000,7800000,US,0,Animation,04,2006
My Friend's Nice Mother 2,Korean,174200000,509646047.6,KR,0,Romance,04,2018
Pretty Young Sister 4,Korean,201000000,1569323843.8,KR,0,Drama,01,2021
30 Days of Night: Dark Days,English,137800000,508334305,AU,0,Horror,10,2010
Meet the Fockers,English,60000000,516567575,AU,3,Comedy,12,2004
Self/less,English,26000000,31807156,AU,1,Science Fiction,07,2015
Sleep Tight,"Spanish, Castilian",5000000,8791590,ES,0,Thriller,10,2011
Hellbound: Hellraiser II,English,3000000,12090735,AU,0,Horror,07,1989
Top Gun Maverick : Le phénomène,French,104600000,931125207.2,FR,0,Documentary,12,2022
Johnny English Strikes Again,English,30000000,159369278,AU,1,Action,12,2018
Haywire,English,23000000,36374700,AU,1,Action,03,2012
Lassie Come Home,German,37077129,3666620,DE,0,Adventure,02,2020
Here Comes the Groom,Tagalog,264940000,175269998.8,PH,0,Comedy,04,2023
Tri Âm: Người Giữ Thời Gian,Vietnamese,141600000,175269998.8,VN,0,Music,04,2023
Home Alone: The Holiday Heist,English,109400000,774314338.4,US,0,Comedy,11,2012
The Card Counter,English,8020689,4546332,AU,0,Crime,12,2021
Dracula: Dead and Loving It,English,30000000,10772144,AU,0,Comedy,02,1996
Black Island,German,82000000,618157116.2,DE,0,Thriller,08,2021
Okja,English,50000000,273230203.2,AU,0,Adventure,06,2017
Dead Snow,Norwegian,800000,2166797,NO,0,Horror,01,2009
Bean,English,18000000,251212670,AU,0,Comedy,07,1997
Alien Abduction,English,154000000,339099716,US,0,Horror,04,2014
HK: Hentai Kamen 2 - Abnormal Crisis,Japanese,91400000,240920333.4,JP,0,Action,05,2016
A Score to Settle,English,100200000,681846023.4,US,1,Action,08,2019
National Security,English,15401932.4,50097949,AU,0,Action,05,2003
Papillon,English,13500000,53292989,AU,1,Crime,01,1974
Tune in for Love,Korean,30355487.8,8631781,KR,0,Romance,08,2019
Insurance Queen : Her Business Secrets,Korean,148800000,665830147,KR,0,Romance,08,2017
Pokémon: Jirachi - Wish Maker,Japanese,8391625.8,334000000,JP,0,Family,07,2003
Los verduleros,"Spanish, Castilian",119000000,646477476,MX,0,Comedy,02,1986
Avengers Grimm: Time Wars,English,133800000,763164622.4,US,0,Action,05,2018
Super Monsters: Once Upon a Rhyme,English,92200000,355010205.6,HU,0,Animation,06,2021
Ghost in the Shell 2.0,Japanese,66600000,439119920.6,JP,0,Action,07,2008
Taxi 4,French,17500000,60865364,FR,0,Action,02,2007
Sex and Death 101,English,5,1,AU,0,Comedy,01,2009
Signs,English,70702619,408250578,AU,0,Drama,08,2002
13:14: The Challenge of Helping,"Spanish, Castilian",128400000,401104136.4,MX,0,Documentary,09,2022
Kiss of the Dragon,English,25000000,36833473,AU,0,Action,10,2001
Don't Be Afraid of the Dark,English,25000000,39126427,AU,0,Fantasy,08,2011
Balto,English,31000000,11348324,US,0,Family,12,1995
Singularity,English,58670000,369789904.8,AU,0,Science Fiction,07,2018
Brotherhood of the Wolf,French,29000000,70752904,AU,0,Adventure,11,2002
